1,1018261,4
2,1018261,4
3,1018261,4
4,1009994,4
5,1009994,4
6,1000709,5
7,1000709,5
8,1000709,5
9,1000709,5
10,1000709,5
11,1019956,1
12,1009959,5
13,1009959,5
14,1009959,5
15,1004950,1
16,1019938,5
17,1019938,5
18,1019938,5
19,1019938,5
20,1019938,5
21,1021607,5
22,1021607,5
23,1018965,5
24,1018965,5
25,1009004,5
26,1009004,5
27,1009004,5
28,1009004,5
29,1019473,5
30,1019473,5
31,1019473,5
32,1019473,5
33,1010487,5
34,1010487,5
35,1010487,5
36,1019695,1
37,1021442,5
38,1021442,5
39,1019676,5
40,1019676,5
41,1019676,5
42,1019676,5
43,1019351,5
44,1019351,5
45,1019351,5
46,1019351,5
47,1019847,4
48,1019847,4
49,1019847,4
50,1008961,5
51,1008961,5
52,1019203,5
53,1019203,5
54,1019203,5
55,1019203,5
56,1019203,5
57,1012233,4
58,1012233,4
59,1012233,4
60,1012233,4
61,1005258,5
62,1005258,5
63,1005258,5
64,1008054,1
65,1008612,5
66,1008612,5
67,1008612,5
68,1008612,5
69,1018304,1
70,1004070,5
71,1004070,5
72,1021689,5
73,1021689,5
74,1021689,5
75,1021689,5
76,1019371,5
77,1019371,5
78,1019371,5
79,1019371,5
80,1019371,5
81,1021578,1
82,1000519,2
83,1000519,2
84,1019113,4
85,1019113,4
86,1021464,5
87,1021464,5
88,1021464,5
89,1021464,5
90,1021597,4
91,1021597,4
92,1021597,4
93,1019831,5
94,1019831,5
95,1019831,5
96,1019832,5
97,1019832,5
98,1019832,5
99,1012389,5
100,1012389,5
101,1012389,5
102,1012389,5
103,1020150,5
104,1020150,5
105,1020150,5
106,1020150,5
107,1021309,4
108,1021309,4
109,1021309,4
110,1011171,5
111,1011171,5
112,1011171,5
113,1011171,5
114,1011171,5
115,1003563,1
116,1019438,5
117,1019438,5
118,1012157,5
119,1012157,5
120,1005944,5
121,1005944,5
122,1005944,5
123,1005944,5
124,1019647,5
125,1019647,5
126,1019647,5
127,1019647,5
128,1019647,5
129,1020084,4
130,1020084,4
131,1003516,5
132,1003516,5
133,1003516,5
134,1003516,5
135,1003516,5
136,1020060,5
137,1020060,5
138,1020060,5
139,1020060,5
140,1019484,1
141,1019096,5
142,1019096,5
143,1018934,4
144,1018934,4
145,1018934,4
146,1019350,1
147,1000431,5
148,1000431,5
149,1000431,5
150,1000431,5
151,1021359,5
152,1021359,5
153,1021359,5
154,1021733,5
155,1021733,5
156,1021733,5
157,1021733,5
158,1021733,5
159,1021732,5
160,1021732,5
161,1021732,5
162,1021732,5
163,1021732,5
164,1019662,1
165,1019904,5
166,1019904,5
167,1019904,5
168,1019904,5
169,1019904,5
170,1019222,1
171,1019495,5
172,1019495,5
173,1020068,5
174,1020068,5
175,1009810,5
176,1009810,5
177,1009810,5
178,1009810,5
179,1009810,5
180,1021627,5
181,1021627,5
182,1021627,5
183,1021627,5
184,1001245,5
185,1001245,5
186,1001245,5
187,1001245,5
188,1002984,5
189,1002984,5
190,1002984,5
191,1005086,5
192,1005086,5
193,1005086,5
194,1005086,5
195,1018033,5
196,1018033,5
197,1018032,5
198,1018032,5
199,1021450,5
200,1021450,5
201,1018330,4
202,1018330,4
203,1018330,4
204,1021225,5
205,1021225,5
206,1021225,5
207,1021225,5
208,1021225,5
209,1019789,5
210,1019789,5
211,1019789,5
212,1019789,5
213,1021329,1
214,1000559,1
215,1021534,5
216,1021534,5
217,1021534,5
218,1019396,5
219,1019396,5
220,1019396,5
221,1019126,5
222,1019126,5
223,1019126,5
224,1019126,5
225,1019126,5
226,1021528,5
227,1021528,5
228,1021530,5
229,1021530,5
230,1021529,5
231,1021529,5
232,1019044,4
233,1019044,4
234,1019044,4
235,1019044,4
236,1019076,1
237,1021338,5
238,1021338,5
239,1021338,5
240,1021338,5
241,1021338,5
242,1021521,1
243,1012081,5
244,1012081,5
245,1012081,5
246,1012081,5
247,1021582,2
248,1021582,2
249,1001604,5
250,1001604,5
251,1020029,1
252,1003335,5
253,1003335,5
254,1019871,1
255,1000436,5
256,1000436,5
257,1021540,5
258,1021540,5
259,1021265,1
260,1021443,5
261,1021443,5
262,1021443,5
263,1021443,5
264,1019617,1
265,1019874,1
266,1020102,2
267,1020102,2
268,1018735,1
269,1019875,1
270,1020097,4
271,1020097,4
272,1020097,4
273,1021630,5
274,1021630,5
275,1021630,5
276,1021630,5
277,1021630,5
278,1019853,1
279,1019400,1
280,1010607,4
281,1010607,4
282,1010607,4
283,1010607,4
284,1011902,4
285,1011902,4
286,1021363,1
287,1008140,5
288,1008140,5
289,1008140,5
290,1008140,5
291,1002064,5
292,1002064,5
293,1002064,5
294,1002064,5
295,1002064,5
296,1011363,1
297,1001316,2
298,1001316,2
299,1001533,5
300,1001533,5
301,1001533,5
302,1018644,1
303,1021403,5
304,1021403,5
305,1021403,5
306,1021403,5
307,1005183,5
308,1005183,5
309,1005183,5
310,1019005,1
311,1021628,5
312,1021628,5
313,1019168,5
314,1019168,5
315,1019168,5
316,1019169,5
317,1019169,5
318,1019169,5
319,1019967,1
320,1021322,1
321,1010406,3
322,1010406,3
323,1010406,3
324,1012494,5
325,1012494,5
326,1012494,5
327,1012494,5
328,1020196,5
329,1020196,5
330,1020196,5
331,1020196,5
332,1019765,5
333,1019765,5
334,1019765,5
335,1019765,5
336,1005949,5
337,1005949,5
338,1005949,5
339,1005949,5
340,1005949,5
341,1019338,5
342,1019338,5
343,1019339,5
344,1019339,5
345,1019591,5
346,1019591,5
347,1019591,5
348,1019591,5
349,1021508,1
350,1011037,5
351,1011037,5
352,1012163,5
353,1012163,5
354,1011829,5
355,1011829,5
356,1011829,5
357,1011829,5
358,1011829,5
359,1018396,5
360,1018396,5
361,1018396,5
362,1018396,5
363,1018563,5
364,1018563,5
365,1019932,1
366,1020098,4
367,1020098,4
368,1020098,4
369,1019372,4
370,1019372,4
371,1019440,1
372,1018092,4
373,1018092,4
374,1018092,4
375,1018313,5
376,1018313,5
377,1018316,5
378,1018316,5
379,1020101,2
380,1020101,2
381,1006833,5
382,1006833,5
383,1006833,5
384,1006833,5
385,1006833,5
386,1019318,1
387,1019693,1
388,1018394,1
389,1001526,1
390,1019165,2
391,1019165,2
392,1020096,4
393,1020096,4
394,1020096,4
395,1020099,4
396,1020099,4
397,1020099,4
398,1019205,5
399,1019205,5
400,1019205,5
401,1019205,5
402,1021248,5
403,1021248,5
404,1018227,5
405,1018227,5
406,1018227,5
407,1018227,5
408,1018227,5
409,1002407,5
410,1002407,5
411,1002407,5
412,1002407,5
413,1011075,5
